Page,URL,Section,Section Heading,Image File,Image Path,Image Description,Image Role,Current Placement,Content Topic,Content Domain,Semantic Match,Placement Correct,Alt Text Present,Alt Text Accurate,Duplicate Asset,Existing Better Asset,Recommended Action,Priority,Reason,Source Evidence,Implementation Notes
en-za/index.html,/en-za,Visual mosaic,Visual mosaic,pexels-sejio402-6466141.jpg,../img/pexels-sejio402-6466141.jpg,Older rack servers (HP/IBM/Kraftway) with fiber cabling,Decorative/atmosphere,Visual mosaic,ZA IT atmosphere,Technology & IT,WEAK,CORRECT,N/A,N/A-decorative,NO,,REVIEW,P2,Aged racks + Kraftway labeling may imply outdated/enterprise SOC not claimed.,IBM xSeries / Kraftway labels.,Brand/ageing risk; not a domain mismatch for ZA IT.
en-za/index.html,/en-za,Visual mosaic,Visual mosaic,pexels-pachon-in-motion-426015731-30547581.jpg,../img/pexels-pachon-in-motion-426015731-30547581.jpg,Abstract red/orange illuminated digital tunnel,Decorative/atmosphere,Visual mosaic,ZA IT atmosphere,Technology & IT,PASS,CORRECT,N/A,N/A-decorative,NO,,KEEP,P3,Abstract tech tunnel acceptable atmosphere for IT region.,Abstract tunnel.,
en-za/about.html,/en-za/about,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/about.html,/en-za/about,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/about.html,/en-za/about,Lead about visual,Outdated systems. No SLA. Real POPIA exposure.,pexels-cottonbro-6804093.jpg,../img/pexels-cottonbro-6804093.jpg,Physical Kanban board on brick wall with IT/dev sticky notes,Content,Lead about visual,Southern Africa business / IT operations,Technology & IT,PASS,CORRECT,YES,WEAK,NO,,ALT-TEXT ONLY,P3,Kanban fits ops; alt Southern Africa business operations over-claims geography from image.,No geographic markers in photo.,Soften alt to describe board/workflow without inventing location.
en-za/about.html,/en-za/about,Who we are,"Accountable IT, then growth",about-mission.jpg,../img/legacy/about-mission.jpg,Man and woman at outdoor cafe using tablet and smartphone,Content,Who we are,Who we are,Brand,WEAK,CORRECT,YES,WEAK,NO,,KEEP,P3,Generic lifestyle acceptable.,Cafe devices.,
en-za/about.html,/en-za/about,How we help,Who we are,about-plan.jpg,../img/legacy/about-plan.jpg,Hands writing notes beside silver laptop,Content,How we help,How we help,Business Operations,PASS,CORRECT,YES,WEAK,NO,,ALT-TEXT ONLY,P3,Planning visual fits.,Writing + laptop.,
en-za/about.html,/en-za/about,Where we work,How we help,about-vision.jpg,../img/legacy/about-vision.jpg,Hands reviewing printed landscape photo in front of photo-grid monitor,Content,Where we work,Where we work,Brand,MISMATCH,CORRECT,YES,NO,NO,img/carousel-1.jpg,REPLACE,P1,Creative print review does not support where we work market narrative.,Printed landscape photo review.,Same issue as global about.
en-za/about.html,/en-za/about,Chrome (nav/footer),"POPIA compliance pressure — an audit, a client contract requirement, or a near-miss — has made this urgent",viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/about.html,/en-za/about,About mosaic,About mosaic,pexels-googledeepmind-18069694.jpg,../img/pexels-googledeepmind-18069694.jpg,Glass pillars containing glowing source code,Decorative/atmosphere,About mosaic,ZA about atmosphere,Technology & IT,PASS,CORRECT,N/A,N/A-decorative,NO,,KEEP,P3,Code pillars fit ZA tech about.,Code pillars.,
en-za/about.html,/en-za/about,About mosaic,About mosaic,pexels-sejio402-6466141.jpg,../img/pexels-sejio402-6466141.jpg,Older rack servers (HP/IBM/Kraftway) with fiber cabling,Decorative/atmosphere,About mosaic,ZA about atmosphere,Technology & IT,WEAK,CORRECT,N/A,N/A-decorative,NO,,REVIEW,P2,Legacy racks/Kraftway branding ageing + foreign OEM signal.,Kraftway/IBM labels.,
en-za/about.html,/en-za/about,About mosaic,About mosaic,pexels-freeboilergrants-1659859-7119258.jpg,../img/pexels-freeboilergrants-1659859-7119258.jpg,Scrabble-style tiles spelling SEO in ascending pattern,Decorative/atmosphere,About mosaic,ZA about (IT-led),Digital Marketing & Media,MISMATCH,CORRECT,N/A,N/A-decorative,NO,img/legacy/network.jpg or img/pexels-cookiecutter-17323801.jpg,MOVE,P1,SEO letter tiles contradict ZA primary IT positioning on about mosaic.,SEO tiles.,"Move to NG/global marketing contexts; replace with IT asset (network.jpg, cookiecutter racks, or deepmind)."
en-za/service.html,/en-za/service,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/service.html,/en-za/service,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/service.html,/en-za/service,Showcase — Server Management,IT first — media when you're ready,server.jpg,../img/legacy/server.jpg,Professional with tablet beside glassed server-room racks,Content,Showcase — Server Management,Server Management,Technology & IT,PASS,CORRECT,YES,YES,NO,,KEEP,P3,IT professional + server room matches.,Visual: server,
en-za/service.html,/en-za/service,Showcase — Desktop Support,Server Management,desktop-support.jpg,../img/legacy/desktop-support.jpg,Alienware gaming PC workstation with RGB peripherals,Content,Showcase — Desktop Support,Desktop Support,Technology & IT,WEAK,CORRECT,YES,WEAK,NO,,REPLACE,P1,Alienware gaming workstation vs SME desktop support.,Visual: desktop-support,
en-za/service.html,/en-za/service,Showcase — Network,Desktop Support,network.jpg,../img/legacy/network.jpg,Ethernet patch panel with blue/grey patch cables,Content,Showcase — Network,Network,Technology & IT,PASS,CORRECT,YES,YES,NO,,KEEP,P3,Patch panel matches network infrastructure.,Visual: network,
en-za/service.html,/en-za/service,Showcase — Branding,Network,branding.jpg,../img/legacy/branding.jpg,"Printed design books/magazines (Mohawk, Alchemy of Design)",Content,Showcase — Branding,Branding,Digital Marketing & Media,PASS,CORRECT,YES,YES,NO,,KEEP,P2,Correct match but secondary to ZA SEO focus — acceptable capability showcase.,Visual: branding,
en-za/service.html,/en-za/service,Showcase — Media Coverage,Branding,media-coverage.jpg,../img/legacy/media-coverage.jpg,DSLR camera on tripod showing recursive LCD preview,Content,Showcase — Media Coverage,Media Coverage,Digital Marketing & Media,PASS,CORRECT,YES,YES,NO,,KEEP,P2,Correct media match; secondary for ZA.,Visual: media-coverage,
en-za/service.html,/en-za/service,Showcase — Procurement,Media Coverage,system-unit.jpg,../img/legacy/system-unit.jpg,PC interior with EVGA GeForce GTX 1070 Ti and sleeved cables,Content,Showcase — Procurement,Procurement,Business Operations,WEAK,CORRECT,YES,WEAK,NO,,REPLACE,P1,Gaming GPU interior weak for procurement logistics.,Visual: system-unit,
en-za/service.html,/en-za/service,Chrome (nav/footer),Procurement,viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/feature.html,/en-za/feature,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/feature.html,/en-za/feature,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/feature.html,/en-za/feature,Chrome (nav/footer),Optimisation,viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/price.html,/en-za/price,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/price.html,/en-za/price,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/price.html,/en-za/price,Chrome (nav/footer),Brand and media work is typically scoped separately once your IT foundation is stable.,viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/quote.html,/en-za/quote,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/quote.html,/en-za/quote,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/quote.html,/en-za/quote,Chrome (nav/footer),Chrome (nav/footer),viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/contact.html,/en-za/contact,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/contact.html,/en-za/contact,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/contact.html,/en-za/contact,Chrome (nav/footer),Prefer a structured intake?,viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/team.html,/en-za/team,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/team.html,/en-za/team,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/team.html,/en-za/team,Team portraits,The founding team,ola.png,../img/team/ola.png,Team portrait — Ola,Portrait,Team portraits,Leadership bios,Team,PASS,CORRECT,YES,YES,NO,,KEEP,P3,Team portraits correctly placed.,team PNG,Tenure copy 20+/22+ OWNER DECISION — REMOVE.
en-za/team.html,/en-za/team,Team portraits,Ola,olu.png,../img/team/olu.png,Team portrait — Olu,Portrait,Team portraits,Leadership bios,Team,PASS,CORRECT,YES,YES,NO,,KEEP,P3,Team portraits correctly placed.,team PNG,Tenure copy 20+/22+ OWNER DECISION — REMOVE.
en-za/team.html,/en-za/team,Team portraits,Olu,sola.png,../img/team/sola.png,Team portrait — Sola,Portrait,Team portraits,Leadership bios,Team,PASS,CORRECT,YES,YES,NO,,KEEP,P3,Team portraits correctly placed.,team PNG,Tenure copy 20+/22+ OWNER DECISION — REMOVE.
en-za/team.html,/en-za/team,Chrome (nav/footer),Sola,viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/testimonial.html,/en-za/testimonial,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/testimonial.html,/en-za/testimonial,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-za/testimonial.html,/en-za/testimonial,Testimonials carousel,Testimonials,quote-sign-left.png,../img/legacy/quote-sign-left.png,Decorative left quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-za/testimonial.html,/en-za/testimonial,Testimonials carousel,Testimonials,quote-sign-right.png,../img/legacy/quote-sign-right.png,Decorative right quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-za/testimonial.html,/en-za/testimonial,Testimonials carousel,Testimonials,quote-sign-left.png,../img/legacy/quote-sign-left.png,Decorative left quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-za/testimonial.html,/en-za/testimonial,Testimonials carousel,Testimonials,quote-sign-right.png,../img/legacy/quote-sign-right.png,Decorative right quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-za/testimonial.html,/en-za/testimonial,Testimonials carousel,Testimonials,quote-sign-left.png,../img/legacy/quote-sign-left.png,Decorative left quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-za/testimonial.html,/en-za/testimonial,Testimonials carousel,Testimonials,quote-sign-right.png,../img/legacy/quote-sign-right.png,Decorative right quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-za/testimonial.html,/en-za/testimonial,Testimonials carousel,Testimonials,quote-sign-left.png,../img/legacy/quote-sign-left.png,Decorative left quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-za/testimonial.html,/en-za/testimonial,Testimonials carousel,Testimonials,quote-sign-right.png,../img/legacy/quote-sign-right.png,Decorative right quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-za/testimonial.html,/en-za/testimonial,Testimonials carousel,Testimonials,quote-sign-left.png,../img/legacy/quote-sign-left.png,Decorative left quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-za/testimonial.html,/en-za/testimonial,Testimonials carousel,Testimonials,quote-sign-right.png,../img/legacy/quote-sign-right.png,Decorative right quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-za/testimonial.html,/en-za/testimonial,Chrome (nav/footer),Abiodun Bello,viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/index.html,/en-ng,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/index.html,/en-ng,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/index.html,/en-ng,Hero,Hero,carousel-1.jpg,../img/carousel-1.jpg,Low-angle modern glass skyscraper; corporate atmospheric,Content,Hero,NG brand/web hero,Brand,PASS,CORRECT,YES,N/A-decorative,NO,,KEEP,P3,Neutral corporate hero acceptable for NG.,Skyscraper.,
en-ng/index.html,/en-ng,The Problem,Visibility first — fragile ops underneath,pexels-cookiecutter-17489160.jpg,../img/pexels-cookiecutter-17489160.jpg,Close-up of enterprise hard-drive caddies (146GB/300GB SAS),Content,The Problem,Visibility first — brand competition; fragile IT underneath,Digital Marketing & Media (primary),MISMATCH,CORRECT,YES,NO,NO,img/pexels-leeloothefirst-7818219.jpg or img/legacy/branding.jpg or img/pexels-walls-io-440716388-15595049.jpg,REPLACE,P0,Hard-drive caddies contradict Brand and visibility alt and NG visibility-first copy.,SAS drive bays 146GB/300GB; alt Brand and visibility.,Replace with branding/strategy/web visuals already in library.
en-ng/index.html,/en-ng,Chrome (nav/footer),Ready for the next step?,viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/index.html,/en-ng,Visual mosaic,Visibility first — fragile ops underneath,pexels-walls-io-440716388-15595049.jpg,../img/pexels-walls-io-440716388-15595049.jpg,Monitor showing walls.io social-wall product UI plus #TREND lightbox,Decorative/atmosphere,Visual mosaic,NG brand/web atmosphere,Digital Marketing & Media,WEAK,CORRECT,N/A,N/A-decorative,NO,img/legacy/branding.jpg,REVIEW,P1,Shows third-party walls.io product UI and unrelated brand logos (Ferrari etc.) — claim/brand risk.,walls.io social wall UI on monitor.,Owner approval before keep; prefer VIIX-neutral brand imagery.
en-ng/index.html,/en-ng,Visual mosaic,Visibility first — fragile ops underneath,pexels-cookiecutter-17636234.jpg,../img/pexels-cookiecutter-17636234.jpg,VoIP desk phone in blue-lit server/cabling environment,Decorative/atmosphere,Visual mosaic,NG brand/web atmosphere,Technology & IT,MISMATCH,CORRECT,N/A,N/A-decorative,NO,img/legacy/media-coverage.jpg or img/pexels-mikael-blomkvist-6483582.jpg,MOVE,P0,VoIP phone in datacenter does not support NG website/brand mosaic.,Alcatel IP touch in server environment.,Move to ZA IT contexts; replace with media/brand asset.
en-ng/index.html,/en-ng,Visual mosaic,Visual mosaic,pexels-anshul-kumar-495857555-16023919.jpg,../img/pexels-anshul-kumar-495857555-16023919.jpg,Macro of HTML form code on dark editor screen,Decorative/atmosphere,Visual mosaic,NG web atmosphere,Digital Marketing & Media / Web,PASS,CORRECT,N/A,N/A-decorative,NO,,KEEP,P3,HTML code supports website-design positioning.,HTML radio markup.,Code contains demo errors — brand polish P3.
en-ng/index.html,/en-ng,Visual mosaic,Visual mosaic,pexels-leeloothefirst-7818219.jpg,../img/pexels-leeloothefirst-7818219.jpg,"Desk with Brand Strategy document, laptop clock, coffee",Decorative/atmosphere,Visual mosaic,NG brand atmosphere,Digital Marketing & Media,PASS,CORRECT,N/A,N/A-decorative,NO,,KEEP,P3,Brand Strategy document is strong NG fit.,What is Brand Strategy? clipboard.,
en-ng/about.html,/en-ng/about,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/about.html,/en-ng/about,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/about.html,/en-ng/about,Lead about visual,Nigeria-specific,pexels-cookiecutter-17636234.jpg,../img/pexels-cookiecutter-17636234.jpg,VoIP desk phone in blue-lit server/cabling environment,Content,Lead about visual,About VIIX Nigeria — brand/web led,Digital Marketing & Media,MISMATCH,CORRECT,YES,NO,NO,img/pexels-leeloothefirst-7818219.jpg or img/legacy/branding.jpg,REPLACE,P0,VoIP/datacenter phone as About VIIX Nigeria lead contradicts NG brand positioning.,IP phone + server cabling.,Replace with brand/web asset.
en-ng/about.html,/en-ng/about,Who we are,"Presence, craft, and care",about-mission.jpg,../img/legacy/about-mission.jpg,Man and woman at outdoor cafe using tablet and smartphone,Content,Who we are,Who we are,Brand,WEAK,CORRECT,YES,WEAK,NO,,KEEP,P3,Generic lifestyle OK.,Cafe.,
en-ng/about.html,/en-ng/about,How we help,Who we are,about-plan.jpg,../img/legacy/about-plan.jpg,Hands writing notes beside silver laptop,Content,How we help,How we help,Business Operations,PASS,CORRECT,YES,WEAK,NO,,ALT-TEXT ONLY,P3,Planning visual OK.,Writing.,
en-ng/about.html,/en-ng/about,Who we serve,How we help,about-vision.jpg,../img/legacy/about-vision.jpg,Hands reviewing printed landscape photo in front of photo-grid monitor,Content,Who we serve,Who we serve,Brand,WEAK,CORRECT,YES,WEAK,NO,,REVIEW,P2,Photo-print creative workflow weak for who we serve audiences.,Print photo review.,Prefer audience/business editorial if replacing.
en-ng/about.html,/en-ng/about,Chrome (nav/footer),"You've had a system failure, data loss, or office move that exposed how unmanaged your operations really are",viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/about.html,/en-ng/about,About mosaic,Nigeria-specific,pexels-walls-io-440716388-15595049.jpg,../img/pexels-walls-io-440716388-15595049.jpg,Monitor showing walls.io social-wall product UI plus #TREND lightbox,Decorative/atmosphere,About mosaic,NG about atmosphere,Digital Marketing & Media,WEAK,CORRECT,N/A,N/A-decorative,NO,,REVIEW,P1,Third-party walls.io UI / foreign logos — approval required.,walls.io UI.,
en-ng/about.html,/en-ng/about,About mosaic,About mosaic,pexels-anshul-kumar-495857555-16023919.jpg,../img/pexels-anshul-kumar-495857555-16023919.jpg,Macro of HTML form code on dark editor screen,Decorative/atmosphere,About mosaic,NG about,Web,PASS,CORRECT,N/A,N/A-decorative,NO,,KEEP,P3,HTML code fits NG web focus.,HTML macro.,
en-ng/about.html,/en-ng/about,About mosaic,About mosaic,pexels-leeloothefirst-7818219.jpg,../img/pexels-leeloothefirst-7818219.jpg,"Desk with Brand Strategy document, laptop clock, coffee",Decorative/atmosphere,About mosaic,NG about,Digital Marketing & Media,PASS,CORRECT,N/A,N/A-decorative,NO,,KEEP,P3,Brand strategy desk strong match.,Brand strategy clipboard.,
en-ng/service.html,/en-ng/service,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/service.html,/en-ng/service,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/service.html,/en-ng/service,Showcase — Branding,"Media and IT, in practice",branding.jpg,../img/legacy/branding.jpg,"Printed design books/magazines (Mohawk, Alchemy of Design)",Content,Showcase — Branding,Branding,Digital Marketing & Media,PASS,CORRECT,YES,YES,NO,,KEEP,P3,Design print materials match branding.,Visual: branding,
en-ng/service.html,/en-ng/service,Showcase — Media Coverage,Branding,media-coverage.jpg,../img/legacy/media-coverage.jpg,DSLR camera on tripod showing recursive LCD preview,Content,Showcase — Media Coverage,Media Coverage,Digital Marketing & Media,PASS,CORRECT,YES,YES,NO,,KEEP,P3,Camera matches media.,Visual: media-coverage,
en-ng/service.html,/en-ng/service,Showcase — Print,Media Coverage,printing.jpg,../img/legacy/printing.jpg,Industrial printing press with paper in motion,Content,Showcase — Print,Print,Digital Marketing & Media,PASS,CORRECT,YES,YES,NO,,KEEP,P3,Press matches print.,Visual: printing,
en-ng/service.html,/en-ng/service,Showcase — Desktop Support,Print,desktop-support.jpg,../img/legacy/desktop-support.jpg,Alienware gaming PC workstation with RGB peripherals,Content,Showcase — Desktop Support,Desktop Support,Technology & IT,WEAK,CORRECT,YES,WEAK,NO,,REPLACE,P1,Gaming Alienware PC weak for secondary IT card on NG brand page.,Visual: desktop-support,
en-ng/service.html,/en-ng/service,Showcase — Web Development,Desktop Support,software-development.jpg,../img/legacy/software-development.jpg,Dual monitors showing code with mechanical keyboard foreground,Content,Showcase — Web Development,Web Development,Digital Marketing & Media,PASS,CORRECT,YES,YES,NO,,KEEP,P3,Code monitors support web development.,Visual: software-development,
